id,systems,source,name_en,name_uk,text_en,text_uk,effects,size,creature_type,alignment,ac,hp,hp_formula,speed,str,dex,con,int,wis,cha,cr,senses,languages,skills
oni,5e,SRD 5.1,Oni,,"Innate Spellcasting. The oni’s innate spellcasting ability is Charisma (spell save DC 13). The oni can innately cast the following spells, requiring no material components: At will: darkness, invisibility 1/day each: charm person, cone of cold, gaseous form, sleep
Magic Weapons. The oni’s weapon attacks are magical.
Regeneration. The oni regains 10 hit points at the start of its turn if it has at least 1 hit point.
Actions.
Multiattack. The oni makes two attacks, either with its claws or its glaive.
Claw (Oni Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) slashing damage.
Glaive. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) slashing damage, or 9 (1d10 + 4) slashing damage in Small or Medium form.
Change Shape. The oni magically polymorphs into a Small or Medium humanoid, into a Large giant, or back into its true form. Other than its size, its statistics are the same in each form. The only equipment that is transformed is its glaive, which shrinks so that it can be wielded in humanoid form. If the oni dies, it reverts to its true form, and its glaive reverts to its normal size.",,,large,giant,lawful evil,16,110,13d10 + 39,"30 ft., fly 30 ft.",19,11,16,14,12,15,7,"darkvision 60 ft., passive Perception 14",,"Arcana +5, Deception +8, Perception +4"
black-pudding,5e,SRD 5.1,Black Pudding,,"Amorphous. The pudding can move through a space as narrow as 1 inch wide without squeezing.
Corrosive Form. A creature that touches the pudding or hits it with a melee attack while within 5 feet of it takes 4 (1d8) acid damage. Any nonmagical weapon made of metal or wood that hits the pudding corrodes. After dealing damage, the weapon takes a permanent and cumulative −1 penalty to damage rolls. If its penalty drops to −5, the weapon is destroyed. Nonmagical ammunition made of metal or wood that hits the pudding is destroyed after dealing damage. The pudding can eat through 2--inch--thick, nonmagical wood or metal in 1 round.
Spider Climb. The pudding can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.
Actions.
Pseudopod. Melee Weapon Attack:+5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) bludgeoning damage plus 18 (4d8) acid damage. In addition, nonmagical armor worn by the target is partly dissolved and takes a permanent and cumulative −1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10.
Split. When a pudding that is Mediumor larger is subjected to lightning or slashing damage, it splits into two new puddings if it has at least 10 hit points. Each new pudding has hit points equal to half the original pudding’s, rounded down. New puddings are one size smaller than the original pudding.",,,large,ooze,unaligned,7,85,10d10 + 30,"20 ft., climb 20 ft.",16,5,16,1,6,1,4,"blindsight 60 ft. (blind beyond this radius), passive Perception 8",,
gelatinous-cube,5e,SRD 5.1,Gelatinous Cube,,"Ooze Cube. The cube takes up its entire space. Other creatures can enter the space, but a creature that does so is subjected to the cube’s Engulf and has disadvantage on the saving throw. Creatures inside the cube can be seen but have total cover. A creature within 5 feet of the cube can take an action to pull a creature or object out of the cube. Doing so requires a successful DC 12 Strength check, and the creature making the attempt takes 10 (3d6) acid damage.  The cube can hold only one Large creature or up to four Medium or smaller creatures inside it at a time.
Transparent. Even when the cube is in plain sight, it takes a successful DC 15 Wisdom (Perception) check to spot a cube that has neither moved nor attacked. A creature that tries to enter the cube’s space while unaware of the cube is surprised by the cube.
Actions.
Pseudopod. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 10 (3d6) acid damage.
Engulf. The cube moves up to its speed. While doing so, it can enter Large or smaller creatures’ spaces. Whenever the cube enters a creature’s space, the creature must make a DC 12 Dexterity saving throw.  On a successful save, the creature can choose to be pushed 5 feet back or to the side of the cube. A creature that chooses not to be pushed suffers the consequences of a failed saving throw.  On a failed save, the cube enters the creature’s space, and the creature takes 10 (3d6) acid damage and is engulfed. The engulfed creature can’t breathe, is restrained, and takes 21 (6d6) acid damage at the start of each of the cube’s turns. When the cube moves, the engulfed creature moves with it.  An engulfed creature can try to escape by taking an action to make a DC 12 Strength check. On a success, the creature escapes and enters a space of its choice within 5 feet of the cube.",,,large,ooze,unaligned,6,84,8d10 + 40,15 ft.,14,3,20,1,6,1,2,"blindsight 60 ft. (blind beyond this radius), passive Perception 8",,
gray-ooze,5e,SRD 5.1,Gray Ooze,,"Amorphous. The ooze can move through a space as narrow as 1 inch wide without squeezing.
Corrode Metal. Any nonmagical weapon made of metal that hits the ooze corrodes. After dealing damage, the weapon takes a permanent and cumulative −1 penalty to damage rolls. If its penalty drops to −5, the weapon is destroyed. Nonmagical ammunition made of metal that hits the ooze is destroyed after dealing damage. The ooze can eat through 2--inch--thick, nonmagical metal in 1 round.
False Appearance. While the ooze remains motionless, it is indistinguishable from an oily pool or wet rock.
Actions.
Pseudopod. Melee Weapon Attack:+3 to hit, reach 5 ft., one target. Hit:4 (1d6 + 1) bludgeoning damage plus 7 (2d6) acid damage, and if the target is wearing nonmagical metal armor, its armor is partly corroded and takes a permanent and cumulative −1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10.",,,medium,ooze,unaligned,8,22,3d8 + 9,"10 ft., climb 10 ft.",12,6,16,1,6,2,1/2,"blindsight 60 ft. (blind beyond this radius), passive Perception 8",,Stealth +2
ochre-jelly,5e,SRD 5.1,Ochre Jelly,,"Amorphous. The jelly can move through a space as narrow as 1 inch wide without squeezing.
Spider Climb. The jelly can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.
Actions.
Pseudopod. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) bludgeoning damage plus 3 (1d6) acid damage.
Split. When a jelly that is Medium or larger is subjected to lightning or slashing damage, it splits into two new jellies if it has at least 10 hit points. Each new jelly has hit points equal to half the original jelly’s, rounded down. New jellies are one size smaller than the original jelly.",,,large,ooze,unaligned,8,45,6d10 + 12,"10 ft., climb 10 ft.",15,6,14,2,6,1,2,"blindsight 60 ft. (blind beyond this radius), passive Perception 8",,
orc,5e,SRD 5.1,Orc,,"Aggressive. As a bonus action, the orc can move up to its speed toward a hostile creature that it can see.
Actions.
Greataxe. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 9 (1d12 + 3) slashing damage.
Javelin. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 6 (1d6 + 3)piercing damage.",,,medium,humanoid,chaotic evil,13,15,2d8 + 6,30 ft.,16,12,16,7,11,10,1/2,"darkvision 60 ft., passive Perception 10",,Intimidation +2
otyugh,5e,SRD 5.1,Otyugh,,"Limited Telepathy. The otyugh can magically transmit simple messages and images to any creature within 120 feet of it that can understand a language. This form of telepathy doesn’t allow the receiving creature to telepathically respond.
Actions.
Multiattack. The otyugh makes three attacks: one with its bite and two with its tentacles.
Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit:12 (2d8 + 3) piercing damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse, the target must repeat the saving throw, reducing its hit point maximum by 5 (1d10) on a failure. The disease is cured on a success. The target dies if the disease reduces its hit point maximum to 0. This reduction to the target’s hit point maximum lasts until the disease is cured.
Tentacle. Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit:7 (1d8 + 3) bludgeoning damage plus 4 (1d8) piercing damage. If the target is Medium or smaller, it is grappled (escape DC 13) and restrained until the grapple ends. The otyugh has two tentacles, each of which can grapple one target.
Tentacle Slam. The otyugh slams creatures grappled by it into each other or a solid surface. Each creature must succeed on a DC 14 Constitution saving throw or take 10 (2d6 + 3) bludgeoning damage and be stunned until the end of the otyugh’s next turn. On a successful save, the target takes half the bludgeoning damage and isn’t stunned.",,,large,aberration,neutral,14,114,12d10 + 48,30 ft.,16,11,19,6,13,6,5,"darkvision 120 ft., passive Perception 11",,
owlbear,5e,SRD 5.1,Owlbear,,"Keen Sight and Smell. The owlbear has advantage on Wisdom (Perception) checks that rely on sight or smell.
Actions.
Multiattack. The owlbear makes two attacks: one with its beak and one with its claws.
Beak. Melee Weapon Attack: +7 to hit, reach 5 ft., one creature. Hit: 10 (1d10 + 5) piercing damage.
Claws. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) slashing damage.",,,large,monstrosity,unaligned,13,59,7d10 + 21,40 ft.,20,12,17,3,12,7,3,"darkvision 60 ft., passive Perception 13",,Perception +3
pegasus,5e,SRD 5.1,Pegasus,,"Actions.
Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.",,,large,celestial,chaotic good,12,59,7d10 + 21,"60 ft., fly 90 ft.",18,15,16,10,15,13,2,passive Perception 16,,Perception +6
pseudodragon,5e,SRD 5.1,Pseudodragon,,"Keen Senses. The pseudodragon has advantage on Wisdom (Perception) checks that rely on sight, hearing, or smell.
Magic Resistance. The pseudodragon has advantage on saving throws against spells and other magical effects.
Limited Telepathy. The pseudodragon can magically communicate simple ideas, emotions, and images telepathically with any creature within 100 feet of it that can understand a language.
Actions.
Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit:4 (1d4 + 2) piercing damage.
Sting. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit:4 (1d4 + 2) piercing damage, and the target must succeed on a DC 11 Constitution saving throw or become poisoned for 1 hour. If the saving throw fails by 5 or more, the target falls unconscious for the same duration, or until it takes damage or another creature uses an action to shake it awake.",,,tiny,dragon,neutral good,13,7,2d4 + 2,"15 ft., fly 60 ft.",6,15,13,10,12,10,1/4,"blindsight 10 ft., darkvision 60 ft., passive Perception 13",,"Perception +3, Stealth +4"
purple-worm,5e,SRD 5.1,Purple Worm,,"Tunneler . The worm can burrow through solid rock at half its burrow speed and leaves a 10--foot--diameter tunnel in its wake.
Actions.
Multiattack. The worm makes two attacks: one with its bite and one with its stinger.
Bite. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 22 (3d8 + 9) piercing damage. If the target is a Large or smaller creature, it must succeed on a DC 19 Dexterity saving throw or be swallowed by the worm. A swallowed creature is blinded and restrained, it has total cover against attacks and other effects outside the worm, and it takes 21 (6d6) acid damage at the start of each of the worm’s turns.  If the worm takes 30 damage or more on a single turn from a creature inside it, the worm must succeed on a DC 21 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, which fall prone in a space within 10 feet of the worm. If the worm dies, a swallowed creature is no longer restrained by it and can escape from the corpse by using 20 feet of movement, exiting prone.
Tail Stinger. Melee Weapon Attack: +9 to hit, reach 10 ft., one creature. Hit: 19 (3d6 + 9) piercing damage, and the target must make a DC 19 Constitution saving throw, taking 42 (12d6) poison damage on a failed save, or half as much damage on a successful one.",,,gargantuan,monstrosity,unaligned,18,247,15d20 + 90,"50 ft., burrow 30 ft.",28,7,22,1,8,4,15,"blindsight 30 ft., tremorsense 60 ft., passive Perception 9",,
rakshasa,5e,SRD 5.1,Rakshasa,,"Limited Magic Immunity. The rakshasa can’t be affected or detected by spells of 6th level or lower unless it wishes to be. It has advantage on saving throws against all other spells and magical effects.
Innate Spellcasting. The rakshasa’s innate spellcasting ability is Charisma (spell save DC 18, +10 to hit with spell attacks). The rakshasa can innately cast the following spells, requiring no material components: At will: detect thoughts, disguise self, mage hand, minor illusion 3/day each: charm person, detect magic, invisibility, major image, suggestion 1/day each: dominate person, fly, plane shift, true seeing
Actions.
Multiattack. The rakshasa makes two claw attacks.
Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit:9 (2d6 + 2) slashing damage, and the target is cursed if it is a creature. The magical curse takes effect whenever the target takes a short or long rest, filling the target’s thoughts with horrible images and dreams. The cursed target gains no benefit from finishing a short or long rest. The curse lasts until it is lifted by a remove cursespell or similar magic.",,,medium,fiend,lawful evil,16,110,13d8 + 52,40 ft.,14,17,18,13,16,20,13,"darkvision 60 ft., passive Perception 13",,"Deception +10, Insight +8"
remorhaz,5e,SRD 5.1,Remorhaz,,"Heated Body. A creature that touches the remorhaz or hits it with a melee attack while within 5 feet of it takes 10 (3d6) fire damage.
Actions.
Bite. Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 40 (6d10 + 7) piercing damage plus 10 (3d6) fire damage. If the target is a creature, it is grappled (escape DC 17). Until this grapple ends, the target is restrained, and the remorhaz can’t bite another target.
Swallow. The remorhaz makes one bite attack against a Medium or smaller creature it is grappling. If the attack hits, that creature takes the bite’s damage and is swallowed, and the grapple ends. While swallowed, the creature is blinded and restrained, it has total cover against attacks and other effects outside the remorhaz, and it takes 21 (6d6) acid damage at the start of each of the remorhaz’s turns.  If the remorhaz takes 30 damage or more on a single turn from a creature inside it, the remorhaz must succeed on a DC 15 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, which fall prone in a space within 10 feet of the remorhaz. If the remorhaz dies, a swallowed creature is no longer restrained by it and can escape from the corpse using 15 feet of movement, exiting prone.",,,huge,monstrosity,unaligned,17,195,17d12 + 85,"30 ft., burrow 20 ft.",24,13,21,4,10,5,11,"darkvision 60 ft., tremorsense 60 ft., passive Perception 10",,
roc,5e,SRD 5.1,Roc,,"Keen Sight. The roc has advantage on Wisdom (Perception) checks that rely on sight.
Actions.
Multiattack. The roc makes two attacks: one with its beak and one with its talons.
Beak. Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: 27 (4d8 + 9) piercing damage.
Talons. Melee Weapon Attack:+13 to hit, reach 5 ft., one target. Hit: 23 (4d6 + 9) slashing damage, and the target is grappled (escape DC 19). Until this grapple ends, the target is restrained, and the roc can’t use its talons on another target.",,,gargantuan,monstrosity,unaligned,15,248,16d20 + 80,"20 ft., fly 120 ft.",28,10,20,3,10,9,11,passive Perception 14,,Perception +4
roper,5e,SRD 5.1,Roper,,"False Appearance. While the roper remains motionless, it is indistinguishable from a normal cave formation, such as a stalagmite.
Grasping Tendrils. The roper can have up to six tendrils at a time. Each tendril can be attacked (AC 20; 10 hit points; immunity to poison and psychic damage). Destroying a tendril deals no damage to the roper, which can extrude a replacement tendril on its next turn. A tendril can also be broken if a creature takes an action and succeeds on a DC 15 Strength check against it.
Spider Climb. The roper can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.
Multiattack. The roper makes four attacks with its tendrils, uses Reel, and makes one attack with its bite.
Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 22 (4d8 + 4) piercing damage.
Tendril. Melee Weapon Attack: +7 to hit, reach 50 ft., one creature. Hit: The target is grappled (escape DC 15). Until the grapple ends, the target is restrained and has disadvantage on Strength checks and Strength saving throws, and the roper can’t use the same tendril on another target.
Reel. The roper pulls each creature grappled by it up to 25 feet straight toward it.",,,large,monstrosity,neutral evil,20,93,11d10 + 33,"10 ft., climb 10 ft.",18,8,17,7,16,6,5,"darkvision 60 ft., passive Perception 16",,"Perception +6, Stealth +5"
rust-monster,5e,SRD 5.1,Rust Monster,,"Iron Scent. The rust monster can pinpoint, by scent, the location of ferrous metal within 30 feet of it.
Rust Metal. Any nonmagical weapon made of metal that hits the rust monster corrodes. After dealing damage, the weapon takes a permanent and cumulative −1 penalty to damage rolls. If its penalty drops to −5, the weapon is destroyed. Nonmagical ammunition made of metal that hits the rust monster is destroyed after dealing damage.
Actions.
Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) piercing damage.
Antennae. The rust monster corrodes a nonmagical ferrous metal object it can see within 5 feet of it. If the object isn’t being worn or carried, the touch destroys a 1--foot cube of it. If the object is being worn or carried by a creature, the creature can make a DC 11 Dexterity saving throw to avoid the rust monster’s touch. If the object touched is either metal armor or a metal shield being worn or carried, its takes a permanent and cumulative −1 penalty to the AC it offers. Armor reduced to an AC of 10 or a shield that drops to a +0 bonus is destroyed. If the object touched is a held metal weapon, it rusts as described in the Rust Metal trait.",,,medium,monstrosity,unaligned,14,27,5d8 + 5,40 ft.,13,12,13,2,13,6,1/2,"darkvision 60 ft., passive Perception 11",,
sahuagin,5e,SRD 5.1,Sahuagin,,"Blood Frenzy. The sahuagin has advantage on melee attack rolls against any creature that doesn’t have all its hit points.
Limited Amphibiousness. The sahuagin can breathe air and water, but it needs to be submerged at least once every 4 hours to avoid suffocating.
Shark Telepathy. The sahuagin can magically command any shark within 120 feet of it, using a limited telepathy.
Actions.
Multiattack. The sahuagin makes two melee attacks: one with its bite and one with its claws or spear.
Bite. Melee Weapon Attack:+3 to hit, reach 5 ft., one target. Hit:3 (1d4 + 1) piercing damage.
Claws. Melee Weapon Attack:+3 to hit, reach 5 ft., one target. Hit:3 (1d4 + 1) slashing damage.
Spear. Melee or Ranged Weapon Attack:+3 to hit, reach 5 ft. or range 20/60 ft., one target. Hit:4 (1d6 + 1)piercing damage, or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack.",,,medium,humanoid,lawful evil,12,22,4d8 + 4,"30 ft., swim 40 ft.",13,11,12,12,13,9,1/2,"darkvision 120 ft., passive Perception 15",,Perception +5
salamander,5e,SRD 5.1,Salamander,,"Heated Body. A creature that touches the salamander or hits it with a melee attack while within 5 feet of it takes 7 (2d6) fire damage.
Heated Weapons. Any metal melee weapon the salamander wields deals an extra 3 (1d6) fire damage on a hit (included in the attack).
Actions.
Multiattack. The salamander makes two attacks: one with its spear and one with its tail.
Spear. Melee or Ranged Weapon Attack: +7 to hit, reach 5 ft. or range 20 ft./60 ft., one target. Hit: 11 (2d6 + 4) piercing damage, or 13 (2d8 + 4) piercing damage if used with two hands to make a melee attack, plus 3 (1d6) fire damage.
Tail. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage plus 7 (2d6) fire damage, and the target is grappled (escape DC 14). Until this grapple ends, the target is restrained, the salamander can automatically hit the target with its tail, and the salamander can’t make tail attacks against other targets.",,,large,elemental,neutral evil,15,90,12d10 + 24,30 ft.,18,14,15,11,10,12,5,,,
satyr,5e,SRD 5.1,Satyr,,"Magic Resistance. The satyr has advantage on saving throws against spells and other magical effects.
Actions.
Ram. Melee Weapon Attack:+3 to hit, reach 5 ft., one target. Hit:6 (2d4 + 1) bludgeoning damage.
Shortsword. Melee Weapon Attack:+5 to hit, reach 5 ft., one target. Hit:6 (1d6 + 3) piercing damage.
Shortbow. Ranged Weapon Attack:+5 to hit, range 80/320 ft., one target. Hit:6 (1d6 + 3) piercing damage.",,,medium,fey,chaotic neutral,14,31,7d8,40 ft.,12,16,11,12,10,14,1/2,,,"Perception +2, Performance +6, Stealth +5"
shadow,5e,SRD 5.1,Shadow,,"Amorphous. The shadow can move through a space as narrow as 1 inch wide without squeezing.
Shadow Stealth. While in dim light or darkness, the shadow can take the Hide action as a bonus action.
Sunlight Weakness. While in sunlight, the shadow has disadvantage on attack rolls, ability checks, and saving throws.
Actions.
Strength Drain. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 9 (2d6 + 2) necrotic damage, and the target’s Strength score is reduced by 1d4. The target dies if this reduces its Strength to 0. Otherwise, the reduction lasts until the target finishes a short or long rest.  If a non--evil humanoid dies from this attack, a new shadow rises from the corpse 1d4 hours later.",,,medium,undead,chaotic evil,12,16,3d8 + 3,40 ft.,6,14,13,6,10,8,1/2,"darkvision 60 ft., passive Perception 10",,Stealth +4 (+6 in dim light or darkness)
shambling-mound,5e,SRD 5.1,Shambling Mound,,"Lightning Absorption . Whenever the shambling mound is subjected to lightning damage, it takes no damage and regains a number of hit points equal to the lightning damage dealt.
Actions.
Multiattack. The shambling mound makes two slam attacks. If both attacks hit a Medium or smaller target, the target is grappled (escape DC 14), and the shambling mound uses its Engulf on it.
Slam. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.
Engulf. The shambling mound engulfs a Medium or smaller creature grappled by it. The engulfed target is blinded, restrained, and unable to breathe, and it must succeed on a DC 14 Constitution saving throw at the start of each of the mound’s turns or take 13 (2d8 + 4) bludgeoning damage. If the mound moves, the engulfed target moves with it. The mound can have only one creature engulfed at a time.",,,large,plant,unaligned,15,136,16d10 + 48,"20 ft., swim 20 ft.",18,8,16,5,10,5,5,"blindsight 60 ft. (blind beyond this radius), passive Perception 10",,Stealth +2
shield-guardian,5e,SRD 5.1,Shield Guardian,,"Bound. The shield guardian is magically bound to an amulet. As long as the guardian and its amulet are on the same plane of existence, the amulet’s wearer can telepathically call the guardian to travel to it, and the guardian knows the distance and direction to the amulet. If the guardian is within 60 feet of the amulet’s wearer, half of any damage the wearer takes (rounded up) is transferred to the guardian.
Regeneration. The shield guardian regains 10 hit points at the start of its turn if it has at least 1 hit point.
Spell Storing . A spellcaster who wears the shield guardian’s amulet can cause the guardian to store one spell of 4th level or lower. To do so, the wearer must cast the spell on the guardian. The spell has no effect but is stored within the guardian. When commanded to do so by the wearer or when a situation arises that was predefined by the spellcaster, the guardian casts the stored spell with any parameters set by the original caster, requiring no components. When the spell is cast or a new spell is stored, any previously stored spell is lost.
Actions.
Multiattack. The guardian makes two fist attacks.
Fist. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.
Shield. When a creature makes an attack against the wearer of the guardian’s amulet, the guardian grants a +2 bonus to the wearer’s AC if the guardian is within 5feet of the wearer.",,,large,construct,unaligned,17,142,15d10 + 60,30 ft.,18,8,18,7,10,3,7,"blindsight 10 ft., darkvision 60 ft., passive Perception 10",,
skeleton,5e,SRD 5.1,Skeleton,,"Actions.
Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.
Shortbow. Ranged Weapon Attack: +4 to hit, range 80/320 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",,,medium,undead,lawful evil,13,13,2d8 + 4,30 ft.,10,14,15,6,8,5,1/4,"darkvision 60 ft., passive Perception 9",,
minotaur-skeleton,5e,SRD 5.1,Minotaur Skeleton,,"Charge. If the skeleton moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone.
Actions.
Greataxe. Melee Weapon Attack:+6 to hit, reach 5 ft., one target. Hit:17 (2d12 + 4) slashing damage.
Gore. Melee Weapon Attack:+6 to hit, reach 5 ft., one target. Hit:13 (2d8 + 4) piercing damage.",,,large,undead,lawful evil,12,67,9d10 + 18,40 ft.,18,11,15,6,8,5,2,"darkvision 60 ft., passive Perception 9",,
warhorse-skeleton,5e,SRD 5.1,Warhorse Skeleton,,"Actions.
Hooves. Melee Weapon Attack:+6 to hit, reach 5 ft., one target. Hit:11 (2d6 + 4) bludgeoning damage.",,,large,undead,lawful evil,13,22,3d10 + 6,60 ft.,18,12,15,2,8,5,1/2,"darkvision 60 ft., passive Perception 9",,
specter,5e,SRD 5.1,Specter,,"Incorporeal Movement. The specter can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.
Sunlight Sensitivity. While in sunlight, the specter has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.
Actions.
Life Drain. Melee Spell Attack: +4 to hit, reach 5 ft., one creature. Hit: 10 (3d6) necrotic damage. The target must succeed on a DC 10 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the creature finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.",,,medium,undead,chaotic evil,12,22,5d8,"0 ft., fly 50 ft. (hover)",1,14,11,10,10,11,1,"darkvision 60 ft., passive Perception 10",,
androsphinx,5e,SRD 5.1,Androsphinx,,"Inscrutable. The sphinx is immune to any effect that would sense its emotions or read its thoughts, as well as any divination spell that it refuses. Wisdom (Insight) checks made to ascertain the sphinx’s intentions or sincerity have disadvantage.
Magic Weapons. The sphinx’s weapon attacks are magical.
Spellcasting. The sphinx is a 12th--level spellcaster. Its spellcasting ability is Wisdom (spell save DC 18, +10 to hit with spell attacks). It requires no material components to cast its spells. The sphinx has the following cleric spells prepared: Cantrips (at will): sacred flame, spare the dying, thaumaturgy 1st level (4 slots): command, detect evil and good, detect magic 2nd level (3 slots): lesser restoration, zone of truth 3rd level (3 slots): dispel magic, tongues 4th level (3 slots): banishment, freedom of movement 5th level (2 slots): flame strike, greater restoration 6th level (1 slot): heroes’ feast
Actions.
Multiattack. The sphinx makes two claw attacks.
Claw. Melee Weapon Attack:+12 to hit, reach 5 ft., one target. Hit:17 (2d10 + 6) slashing damage.
Roar (3/Day). The sphinx emits a magical roar. Each time it roars before finishing a long rest, the roar is louder and the effect is different, as detailed below. Each creature within 500 feet of the sphinx and able to hear the roar must make a saving throw.
First Roar. Each creature that fails a DC 18 Wisdom saving throw is frightened for 1 minute. A frightened creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.
Second Roar. Each creature that fails a DC 18 Wisdom saving throw is deafened and frightened for 1 minute. A frightened creature is paralyzed and can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.
Third Roar. Each creature makes a DC 18 Constitution saving throw. On a failed save, a creature takes 44 (8d10) thunder damage and is knocked prone. On a successful save, the creature takes half as much damage and isn’t knocked prone. The sphinx can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature’s turn. The sphinx regains spent legendary actions at the start of its turn.
Claw Attack. The sphinx makes one claw attack.
Teleport (Costs 2 Actions). The sphinx magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.
Cast a Spell (Costs 3 Actions). The sphinx casts a spell from its list of prepared spells, using a spell slot as normal.",,,large,monstrosity,lawful neutral,17,199,19d10 + 95,"40 ft., fly 60 ft.",22,10,20,16,18,23,17,"truesight 120 ft., passive Perception 20",,"Arcana +9, Perception +10, Religion +15"
gynosphinx,5e,SRD 5.1,Gynosphinx,,"Inscrutable. The sphinx is immune to any effect that would sense its emotions or read its thoughts, as well as any divination spell that it refuses. Wisdom (Insight) checks made to ascertain the sphinx’s intentions or sincerity have disadvantage.
Magic Weapons. The sphinx’s weapon attacks are magical.
Spellcasting. The sphinx is a 9th--level spellcaster. Its spellcasting ability is Intelligence (spell save DC 16, +8 to hit with spell attacks). It requires no material components to cast its spells. The sphinx has the following wizard spells prepared: Cantrips (at will): mage hand, minor illusion, prestidigitation 1st level (4 slots): detect magic, identify, shield 2nd level (3 slots): darkness, locate object, suggestion 3rd level (3 slots): dispel magic, remove curse, tongues 4th level (3 slots): banishment, greater invisibility 5th level (1 slot): legend lore
Actions.
Multiattack. The sphinx makes two claw attacks.
Claw. Melee Weapon Attack:+8 to hit, reach 5 ft., one target. Hit:13 (2d8 + 4) slashing damage. The sphinx can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature’s turn. The sphinx regains spent legendary actions at the start of its turn.
Claw Attack. The sphinx makes one claw attack.
Teleport (Costs 2 Actions). The sphinx magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.
Cast a Spell (Costs 3 Actions). The sphinx casts a spell from its list of prepared spells, using a spell slot as normal.",,,large,monstrosity,lawful neutral,17,136,16d10 + 48,"40 ft., fly 60 ft.",18,15,16,18,18,18,11,"truesight 120 ft., passive Perception 18",,"Arcana +12, History +12, Perception +8, Religion +8"
